,Date,Year,Time,Crash_location,Organisation,Flight_num,Route,Ac_type,Ground_fatalities_num,Summary,Month,Crash_location_country,Crash_location_ISO,Crash_location_city,Crash_location_city_longitude,Crash_location_city_latitude,Total onboard,Passengers onboard,Crew onboard,Onboard deaths,Passengers dead,Crew dead,all deaths,Total survivors,Passengers survivors,Crew survivors
174,30,1929,10:15,"Vancouver, Washington",Varney Air Lines,166,Abuja - Obudu,Stearman M-2 Speedmail,0,The mail plane crashed into a fog bound tower of the interstate bridge spanning the Columbia River.,November,Washington,US,Washington,38.89511,-77.03637,1,0,1,1,0,1,1,0,0,0
175,07,1968,10:15,"Vancouver, Canada",Canadian Pacific Air Lines,322,Honolulu - Vancouver,Boeing B-707-138B,1,"Visual reference was lost in fog after the flare and prior to touchdown. The aircraft overran the runway and collided with a parked aircraft, some vehicles and two buildings. Failure to evaluate existing terminal weather information and to discontinue the attempt to land.",February,Canada,CA,Vancouver,49.24966,-123.11934,61,52,9,1,0,1,2,60,52,8
176,27,2011,04:12,"Vancouver, BC, Canada",Northern Thunderbird Air Inc.,322,Vancouver - Kelowna,Beechcraft 100 King Air,0,"After taking off, the pilot reported problems with the aircraft and began returning to the airport. The plane crashed 900 meters short of Runway 26L. The plane took off even though the passengers reported an oil leak under one of the wings to the crew. Shortly after taking off the captain reported he was returning to the airport due to an oil problem.",October,Canada,CA,Vancouver,49.24966,-123.11934,9,7,2,1,0,1,1,8,7,1
177,23,1959,04:12,"Van, Turkey",Air Charter,322,"Ankara, Turkey - Bahrain",Avro 688 Super Trader,0,"The cargo plane aircraft, flying on instruments, drifted north of its normal track because of strong winds and crashed into Mt. Suphan. The winds were stronger than forecast. An accurate bearing could not be obtained at Mus and Van had not been checked.  Sub-normal temperatures would result in a high indicated altimeter reading. Calculations on the flight and contacts with beacons were not coordinated and controlled.",April,Turkey,TR,Van,38.49457,43.38323,12,0,12,12,0,12,12,0,0,0
178,12,2007,11:00,"Van Nuys, California",SunQuest Executive Air Charter,322,Van Nuys - Long Beach,Cessna Citation 525,0,"The business jet crashed about a half-mile north of a runway while attempting to take off for a positioning flight to Long Beach. The plane had an emergency on board and was trying to return to the airport. Both the pilot and copilot were killed. The pilot's failure to maintain an adequate airspeed during the initial climb resulting in an inadvertent stall/spin. Contributing to the accident were the second pilots inadequate preflight, failure to properly secure the front baggage door, and the front left baggage door opening in flight, which likely distracted the first pilot.",January,California,US,California,38.3004,-76.50745,2,0,2,2,0,2,2,0,0,0
179,08,1976,10:44,"Van Nuys, California",Mercer Airlines,322,Burbank - Ontario,Douglas DC-6,0,"The aircraft took off from Burbank when a propeller blade separated, causing an engine failure. The aircraft circled back to the airport and attempted an emergency landing but upon touchdown the planeâ€™s speed was too great. As a result, the landing was aborted and the flight crew opted to divert to nearby Van Nuys Airport. While en route, a second engine failed and the aircraft crashed onto the Woodley Golf Course one mile short of the runway at Van Nuys. The aircraft plowed into a small unoccupied building and came to rest against a portable bungalow.",February,California,US,California,38.3004,-76.50745,6,1,5,3,1,2,3,3,0,3
180,01,1944,00:54,"Van Nuys, California",Trans Continental and Western Air,13,San Francisco - Burbank - New York City,Douglas DC-3,0,The plane crashed and burned 6.5 miles west northwest of the Bubank Airport in dense fog. The pilot's deviation from the standard instrument approach procedure and descent below the established safe minimum altitude. A contributing factor was the company's failure to enforce adherence to company procedures.,December,California,US,California,38.3004,-76.50745,17,14,3,9,6,3,9,8,8,0
181,12,1980,15:46,"Valley, Nebraska",Air Wisconsin,965,"Appleton, WI - Minneapolis, MN, - Lincoln, NE",Swearingen 226TC Metro II,0,After penetrating a thunderstorm massive amounts of water cause both engine to lose power. Although the engines were restarted the crew could not recover and crashed into a field. Engine failure due to massive ingestion of water into both engines. Crew error. Unwise decision to enter an area of thunderstorms. Critical weather not disseminated.,June,Nebraska,US,Valley,32.81874,-85.17939,15,13,2,13,11,2,13,2,2,0
182,25,1991,21:56,"Vallejo, California",Corporate Mobility Inc. - Private,965,"Concord, CA - Novato, CA",Bell 206B helicopter,0,"The helicopter struck the top of a 223 foot high transmission tower, crashed and exploded in flames, 27 miles northwest of its departure point in high winds and heavy rain. The pilot's intentional flight into known adverse weather, continued flight into instrument meteorological conditions, and improper altitude.  Rock promoter Bill Graham, 60, was killed.",October,California,US,California,38.3004,-76.50745,3,2,1,3,2,1,3,0,0,0
183,07,1949,17:15,"Vallejo, California",Arrow Airlines,965,Burbank - Oakland - Sacramento,Douglas DC-3,0,"Struck a 1,200 ft. hill obscured by clouds, during a rainstorm, 6 miles east of Vallejo, California. The pilot failed to fly at the assigned altitude of 4,000 feet on his flight plan.",December,California,US,California,38.3004,-76.50745,9,6,3,9,6,3,9,0,0,0
184,15,1950,13:30,"Valera, Venezuela",Avensa,965,Merida - Caracas,Douglas C-47-DL,0,"The aircraft crashed into mountains shortly after taking off.  Pilot error. The captain decided to cross the Seven Lagoons mountain range in severe overcast, thinking that he was 30 kms further north, where the range drops to 2,000m. Instead, he flew into 4,000m cliffs. In the last seconds, he realized he was in trouble and tried to gain altitude. For a hundred meters or so he cut through small trees, but finally crashed. A small fire followed.",December,Venezuela,VE,Valera,9.31778,-70.60361,31,28,3,31,28,3,31,0,0,0
185,05,1920,13:30,"Valencia, Spain",Latecoere Airlines,965,Merida - Caracas,Breguet 14,0,While on a mail flight the plane crashed while attempting to land.,October,Spain,ES,Valencia,39.46975,-0.37739,2,1,1,2,1,1,2,0,0,0
186,31,1928,13:30,"Valence, France",Air Union,965,Paris - Lyon - Marseille,Bleriot Spad 56,0,The pilot attempted an emergency landing in a muddy field and crashed.,October,France,FR,Valence,44.9256,4.90956,2,1,1,1,0,1,1,1,1,0
191,01,1953,18:42,"Vail, Washington",Regina Cargo Airlines,965,"Monterey, CA - Tacoma, WA",Douglas DC-3,0,"Crashed on the fringe of the Cascade mountains, 26 nm short of McChord AFB. The pilot's attempt to continue flight under the provisions of VFR during IFR conditions.",September,Washington,US,Washington,38.89511,-77.03637,21,19,2,21,19,2,21,0,0,0
192,04,1950,14:10,"Utica, New York",Robinson Airlines,32,"Utica, NY - Newark, NJ",Douglas DC-3,0,"Engine parts were observed falling from a height of 3,000 feet. Soon after, the plane was seen losing altitude until it crashed into trees 1.5 miles southeast of Oneida County Airport. Failure of the left engine shortly after takeoff coupled with increased drag due to loss of the left cowling and reduced power output of the right engine resulting from the high pitch position of the right propeller.",September,New York,US,York,39.9626,-76.72774,23,20,3,16,13,3,16,7,7,0
193,21,1960,14:10,"Ust-Orda, Russia",Aeroflot,32,"Utica, NY - Newark, NJ",Tupolev Tu-104A,0,Crashed after a premature descent.,October,Russia,RU,Orda,57.19509,56.90908,3,0,3,3,0,3,3,0,0,0
196,14,1981,16:22,"Ust-Barguzin, Russia",Aeroflot,498,Ulan - Severomuysk,Ilyushin Il-14,0,The crew informed ATC they could see the field but crashed 30 km from the airport.,June,Russia,RU,Barguzin,53.61875,109.63904,48,44,4,48,44,4,48,0,0,0
197,15,1984,16:22,"Ushuaia, Argentina",Tierra del Fuego Province,498,Ulan - Severomuysk,Gates Learjet 35A,0,Crashed in poor weather. The pilot descended below minimum safe altitude. Flying VFR in IFR conditions.,May,Argentina,AR,Ushuaia,-54.81084,-68.31591,12,10,2,12,10,2,12,0,0,0
200,09,1992,10:50,"Uruapan, Mexico",Aero Sudpacifico,6901,Uruapan - Guadalajara,Britten-Norman BN-2B-27 Islander,0,Crashed in the Sierra Madre mountains shortly after taking off.,December,Mexico,MX,Uruapan,19.41116,-102.05644,9,8,1,9,8,1,9,0,0,0
203,09,1967,11:54,"Urbana, Ohio",Trans World Airlines / Private,553,Pittsburgh - Dayton,MD Douglas DC-9-15 / Beechcraft Baron-55,0,"Midair collision. Twenty five killed on the DC-9, one on the Beechcraft. Failure of the DC-9 crew to see and avoid the Beechcraft. The DC-9 was traveling at almost 300 mph at low altitude in airspace occupied by numerous small planes. The contributing factor to the accident was the excessive speed of the DC-9.  ATC systems inadequate to separate controlled and uncontrolled traffic. After this accident, the FAA imposed a maximum speed of 250 knots below 10,000 ft. mean sea level.",March,Ohio,US,Urbana,39.32594,-77.35137,26,21,5,26,21,5,26,0,0,0
206,07,1936,10:20,"Uniontown, Pennsylvania",Trans Continental and Western Air,1,Newark - Los Angeles,Douglas DC-2-112,0,"Crashed into Chestnut Ridge in fog. The poor  judgment on the part of the pilot for flying by visual ground observation methods after having descended through the clouds and overcast in mountainous terrain at a point unknown to him. Because of clouds and poor visibility, this required flying close to the ground whereas the safest method under such circumstances was to climb into or above the overcast to a safe altitude and determine the location of the plane by instruments and radio.",April,Pennsylvania,US,Union,38.9459,-84.6805,15,14,1,13,12,1,13,2,2,0
215,21,1943,07:30,"Ukiah, California",Pan American World Airways,V-1104,Hawaii - San Francisco,Martin M-130 (flying boat),0,"Flew into a 2,500 ft. mountain while circling in bad weather, after being unable to land in darkness and deciding whether to divert to San Diego. Clipped trees, struck the ground and broke up.  Failure of the captain to determine his position accurately before descending to a dangerously low altitude under extremely poor weather conditions during the hours of darkness. The aircraft was named Philippine Clipper.",January,California,US,California,38.3004,-76.50745,19,10,9,19,10,9,19,0,0,0
216,23,1989,20:35,"Ujani Dam, India",Vayudoot,V-1104,Pune - Hyderabad,Dornier Do-288-201,0,Exploded in mid-air and crashed during a thunderstorm and heavy rain.,September,India,IN,Indi,17.17735,75.9526,11,8,3,11,8,3,11,0,0,0
221,11,2004,05:30,"Uberaba, Brazil",NHR TÃ¡xi-AÃ©reo,2937 / 611,Sao Paulo - Uberaba,Embraer EMB-110 Bandeirante,1,"The crew was performing a mail flight under Total Linhas AÃ©reas from Sao Paulo-Guarulhos airport to Uberaba. While on final approach at night, the cargo plane crashed into houses located short of runway and burned.",December,Brazil,BR,Uberaba,-19.74833,-47.93194,2,0,2,2,0,2,3,0,0,0
222,17,1951,05:30,"Ubatuba, Brazil",REAL,2937 / 611,Sao Paulo - Uberaba,Douglas DC-3,0,Summary unavailable.,August,Brazil,BR,Ubatuba,-23.43389,-45.07111,10,0,2,10,0,2,10,0,0,0
223,02,2012,07:44,"Tyumen, Russia",UTAir,120,Tyurmen - Surgut,ATR 72-201,0,"After taking off, the plane lost height during the initial climb and crash landed in a snowy field, 1.5 miles past the end of the runway. The impact split the plane into three pieces.Â Icing. The plane was not deiced before taking off.",April,Russia,RU,Tyumen,57.15222,65.52722,43,39,4,33,29,4,33,10,10,0
227,24,2008,09:30,"Two Harbors, Catalina Island, California",Island Express Helicopter Service,870,Long Beach - Two Harbors,Eurocopter AS350D Astar,0,The tour helicopter crashed near Banning House lodge in rain and poor visibility. The engine appears to have failed. Loss of engine power during approach for landing due to a fatigue fracture of a power turbine blade.,May,California,US,California,38.3004,-76.50745,6,5,1,4,3,1,4,2,2,0
229,17,1996,09:30,"Tver, Russia",Military - Russian Air Force,870,St. Petersburg - Krasnodar,Antonov AN-12,0,Crashed 8km from the airfield after taking off in strong winds and heavy snow.,December,Russia,RU,Tver,56.85836,35.90057,18,11,7,18,11,7,18,0,0,0
231,10,1990,08:55,"Tuxtla-Gutierrez, Mexico",Avicsa,870,Tapachula - Tuxtla-Gutierrez,Fairchild F-27,0,"Crashed 3  miles short of the runway on approach, striking trees. The accident was attributed to a lack of coordination between the crew during the approach and their lack of experience on the type of aircraft.",May,Mexico,MX,Tuxtla,16.75973,-93.11308,40,35,5,20,15,5,20,20,20,0
235,13,2005,16:10,"Tura,Siberia, Russia",Tura Air Enterprise,870,Vanavara - Tura,Antonov AN-2,0,The aircraft disappeared from radar as it was attempting to land. It crashed into a hill 6 miles from its destination. Poor weather conditions existed at the time of the accident. Crew error. Ground proximity warning disabled. Artificial horizon not working.,January,Russia,RU,Tura,64.27769,100.21849,9,7,2,9,7,2,9,0,0,0
237,16,1980,16:10,"Tumut,, Australia",Eagle Airways,870,Algiers - Gao,Britten-Norman BN-2A Trislander,0,Crashed in mountains while en route.,December,Australia,AU,Tumut,-35.30642,148.21818,2,1,1,2,1,1,2,0,0,0
239,03,1986,15:45,"Tullamarine, VIC, Australia",Peninsula Air Services,-,Tullamarine - Leongatha,Cessna 402,0,The air ambulance flight crashed on takeoff due to engine failure.,September,Australia,AU,Tullamarine,-37.70128,144.881,6,5,1,6,5,1,6,0,0,0
243,19,1985,00:00,"Tuba City, Arizona",Air Taxi - Monument Valley Air Service,201,"Tuba City, AZ - Page, AZ",Cessna U206G,0,Medical transportation flight during the early morning hours in marginal weather conditions. The flight was not completed and was returning to the departure airport when it descended into desert terrain 10 miles short of its destination. Flight into known adverse weather.,April,Arizona,US,Tuba City,36.13499,-111.23986,6,5,1,6,5,1,6,0,0,0
247,09,1955,00:00,"Trujillo, Colombia",AVIANCA,201,Condoto - Cali,Douglas C-47A,0,The cargo plane crashed with a gold and platinum shipment aboard. Wreckage found one month later.,March,Colombia,CO,Trujillo,4.21217,-76.31945,8,5,3,8,5,3,8,0,0,0
